show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3137,movie,game,abhinay deo,"abhishek bachchan, kangana ranaut, anupam kher, boman irani, jimmy shergill, shahana goswami, gauhar khan, sarah-jane dias",India,2019-12-15,2011,tv-14,135,"international movies, thrillers","a tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit."
s3138,tv show,girls und panzer,tsutomu mizushima,"mai fuchigami, ai kayano, mami ozaki, ikumi nakagami, yuka iguchi, misato fukuen, mikako takahashi, kana ueda",Japan,2019-12-15,2012,tv-pg,1,"anime series, international tv shows",miho nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. instead she gets back into the sport with friends.
s3140,movie,honeymoon travels pvt. ltd.,reema kagti,"shabana azmi, boman irani, abhay deol, minissha lamba, kay kay menon, raima sen, sandhya mridul, vikram chatwal, ameesha patel, karan khanna, diya mirza, ranvir shorey",India,2019-12-15,2007,tv-14,119,"comedies, dramas, international movies",this offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from mumbai to goa on their honeymoons.
s3141,movie,isoken,jadesola osiberu,"dakore akande, joseph benjamin, marc rhys, funke akindele, lydia forson, damilola adegbite, tina mba, patrick doyle",Nigeria,2019-12-15,2017,tv-14,98,"comedies, international movies, romantic movies","single at 34, isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
s3142,movie,karthik calling karthik,vijay lalwani,"farhan akhtar, deepika padukone, ram kapoor, vivan bhatena, vipin sharma, yatin karyekar, shefali shah",India,2019-12-15,2010,tv-14,135,"dramas, international movies, thrillers","unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
s3143,movie,lakshya,farhan akhtar,"amitabh bachchan, hrithik roshan, preity zinta, om puri, sharad kapoor, rajendranath zutshi, sushant singh, prashant chainani, shakeel khan, ranvir shorey",India,2019-12-15,2004,tv-pg,185,"action & adventure, dramas, international movies","after dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out."
s3144,movie,luck by chance,zoya akhtar,"farhan akhtar, konkona sen sharma, rishi kapoor, dimple kapadia, isha sharvani, sanjay kapoor, juhi chawla, hrithik roshan, alyy khan, sheeba chaddha",India,2019-12-15,2009,tv-14,156,"dramas, international movies, romantic movies","when vikram gets tapped to play the male lead in a bollywood film, he can't believe his luck. but it may ruin his relationship with his girlfriend."
s3145,movie,potato potahto,shirley frimpong-manso,"o.c. ukeje, joselyn dumas, joke silva, blossom chukwujekwu, kemi lala akindoju, chris attoh, nikki samonas, adjetey anang, victoria micheals",Ghana,2019-12-15,2017,tv-ma,104,"comedies, dramas, international movies",a divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.
s3146,movie,rock on!!,abhishek kapoor,"farhan akhtar, arjun rampal, purab kohli, luke kenny, prachi desai, shahana goswami, koel purie",India,2019-12-15,2008,tv-14,139,"dramas, international movies, music & musicals","four friends hoped that their rock band would be a hit. after breaking up, the band members reunite and take another shot at fulfilling their dream."
s3148,movie,talaash,reema kagti,"aamir khan, rani mukerji, kareena kapoor, nawazuddin siddiqui, shernaz patel, sheeba chaddha",India,2019-12-15,2012,tv-14,140,"dramas, international movies, thrillers","set in the jumbled landscape of mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
s3150,movie,zindagi na milegi dobara,zoya akhtar,"hrithik roshan, abhay deol, farhan akhtar, katrina kaif, kalki koechlin, deepti naval, naseeruddin shah, ariadna cabrol",India,2019-12-15,2011,tv-14,154,"comedies, dramas, international movies",three friends on an adventurous road trip/bachelor party in spain learn some lessons about themselves and each other that will change them forever.
s3151,movie,6 underground,michael bay,"ryan reynolds, mélanie laurent, corey hawkins, dave franco, adria arjona, manuel garcia-rulfo, ben hardy, lior raz, payman maadi, yuri kolokolnikov, kim kold",United States,2019-12-13,2019,r,129,"action & adventure, dramas","after faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
s3152,movie,a trip to jamaica,robert o. peters,"ayo makun, funke akindele, nse ikpe-etim, dan davies, paul campbell, chris attoh, rebecca silvera, eric roberts, joe diaz, alex moore",Nigeria,2019-12-13,2016,tv-ma,99,"comedies, international movies",a newly engaged couple's romantic vacation in jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.
s3153,movie,my wife and i,bunmi ajakaiye,"ramsey nouah, omoni oboli, dorcas shola fapson, sambasa nzeribe, jemima osunde, dozie onyiriuka, rotimi adelagan, seyilaw",South Africa,2019-12-13,2017,tv-ma,100,"comedies, international movies, romantic movies","when a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage."
s3156,movie,the 9th precinct,ding-lin wang,"roy chiu, chia-chia peng, wen chen-ling, eugenie liu, yeo yann yann",Taiwan,2019-12-13,2019,tv-ma,95,"international movies, thrillers",an idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.
s3158,movie,jack whitehall: christmas with my father,richard van't riet,"jack whitehall, michael whitehall, hugh bonneville, graham norton, layton williams, andrew lloyd webber, tim rice, tan france, antoni porowski, jonathan van ness",United Kingdom,2019-12-12,2019,tv-ma,65,stand-up comedy,"jack whitehall invites his notoriously stuffy father onstage in london's west end for a christmas comedy extravaganza, complete with celebrity guests."
s3159,movie,the sky is pink,shonali bose,"rohit saraf, zaira wasim, farhan akhtar, priyanka chopra","India, United Kingdom, Canada, United States",2019-12-11,2019,tv-ma,143,"dramas, international movies","after succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story."
s3160,movie,good and prosperous,sameh abdulaziz,"ali rabee, mohamed abdel-rahman, bayoumi fouad, karim afifi, dalal abdel aziz, mai selim, tara emad, mohammed tharwat, haifa wehbe, ahmed adel",Egypt,2019-12-10,2017,tv-14,101,"comedies, international movies","as two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs."
s3161,movie,michelle wolf: joke show,lance bangs,michelle wolf,United States,2019-12-10,2019,tv-ma,60,stand-up comedy,"comedian michelle wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from new york city."
s3162,movie,a family reunion christmas,robbie countryman,"loretta devine, tia mowry-hardrict, anthony alabi, talia jackson, isaiah russell-bailey, cameron j. wright, jordyn raya james, jackée harry, richard roundtree",United States,2019-12-09,2019,tv-pg,29,"children & family movies, comedies",m'dear and her sisters struggle to keep their singing act together before a church christmas pageant while grandpa teaches the kids a valuable lesson.
s3163,movie,it comes at night,trey edward shults,"joel edgerton, christopher abbott, carmen ejogo, riley keough, kelvin harrison jr., david pendleton, griffin robert faulkner",United States,2019-12-09,2017,r,92,"horror movies, independent movies","as danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
s3164,movie,saaho,sujeeth,"prabhas, shraddha kapoor, jackie shroff, chunky pandey, neil nitin mukesh, arun vijay, vennela kishore, murli sharma, lal, prakash belawadi, mahesh manjrekar, tinnu anand",India,2019-12-08,2019,tv-14,172,"action & adventure, international movies","in a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail."
s3165,movie,nothing to lose 2,alexandre avancini,"petrônio gontijo, day mesquita, beth goulart, dalton vigh, eduardo galvão, césar mello, leonardo franco, raphael viana, otávio martins",Brazil,2019-12-07,2019,pg-13,97,"dramas, faith & spirituality, international movies","as controversy surrounds the evangelical church he helped found, edir macedo must juggle betrayals, politics and personal loss in this biopic sequel."
s3167,movie,banana island ghost,bb sasore,"chigul, patrick diabuah, adetomiwa edun, uche jumbo, saidi balogun, ali nuhu, bimbo manuel, akah nnani, damilola adegbite, dorcas shola fapson",Nigeria,2019-12-06,2017,tv-14,108,"comedies, international movies","searching for a soul mate, a ghost negotiates with god for three more days on earth to find love, then meets a woman in need of help herself."
s3170,movie,marriage story,noah baumbach,"scarlett johansson, adam driver, laura dern, alan alda, ray liotta, julie hagerty, merritt wever, azhy robertson","United Kingdom, United States",2019-12-06,2019,r,137,dramas,academy award-nominated filmmaker noah baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.
s3171,movie,no game no life: zero,atsuko ishizuka,"yoshitsugu matsuoka, ai kayano, yoko hikasa, yukari tamura, yuka iguchi, mamiko noto, miyuki sawashiro, rie kugimiya, toru okawa, kazuyuki okitsu, junichi suwabe, lynn, yui horie, nanako mori, ryota takeuchi",Japan,2019-12-06,2017,tv-ma,106,"action & adventure, anime features, international movies","in ancient disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction."
s3172,movie,slow country,eric aghimien,"ivie okujaye, sambasa nzeribe, tope tedela, gina castel, majid michel, victor erabie, brutus richard, adebayo thomas",Nigeria,2019-12-06,2017,tv-ma,115,"dramas, international movies","desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset."
s3175,tv show,the chosen one,michel tikhomiroff,"paloma bernardi, renan tenca, gutto szuster, pedro caetano, mariano mattos martins, alli willow, kiko vianello, francisco gaspar, tuna dwek, lourinelson vladmir, leonardo ventura, aury porto, glauber amaral, astrea lucena",Brazil,2019-12-06,2019,tv-ma,2,"international tv shows, tv dramas, tv mysteries","determined to bring a zika vaccine to the remote pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult."
s3179,movie,wives on strike,omoni oboli,"omoni oboli, kenneth okonkwo, kalu ikeagwu, uche jumbo, ufoma ejenobor, julius agu, udoka oyeka, chioma chukwuka-akpotha, kehinde bankole",Nigeria,2019-12-06,2016,tv-14,92,"comedies, dramas, international movies","a group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands."
s3180,movie,wives on strike: the revolution,omoni oboli,"uche jumbo, omoni oboli, sola sobowale, chioma chukwuka-akpotha, ufuoma mcdermott, odunlade adekola, kalu ikeagwu, kenneth okonkwo","United Kingdom, Nigeria",2019-12-06,2017,tv-pg,93,"comedies, dramas, international movies","after a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims."
